id,name,age,num_dep,edu
226810,Gerald Holmes,32,0,3
226802,Nichole Sanchez,34,1,5
226863,Craig Delgado,44,0,1
226835,Katelyn Walton,29,1,1
226869,Jesus Butler,31,0,4
226867,Rebecca Larson,34,1,1
226887,George Collins,23,1,2
226883,Desiree Porter,37,1,1
226897,Lucas Crawford,27,1,1
226891,Crystal Hubbard,22,2,2
226917,Emily Hampton,34,0,1
226907,Caroline Gutierrez,32,1,2
226957,Daniel Bates,37,0,3
226933,Todd Palmer,25,0,1
226975,Casey Stone,40,1,2
226965,Jesus Gutierrez,22,1,3
227019,Olivia Morales,30,0,4
226993,Anna Goodwin,23,2,2
227033,Tyler Henderson,29,0,3
227021,Kristy Cole,21,2,1
227082,Linda Austin,35,1,2
227063,Meghan Caldwell,29,1,1
227174,Alex Beck,20,0,1
227148,Lisa Palmer,23,2,3
227220,Samantha Sanchez,41,1,3
227206,Kathryn Crawford,26,1,2
227256,Mary Wheeler,26,2,3
227252,Linda Simmons,18,1,2
227284,Taylor Cummings,37,3,5
227272,Dana Weaver,35,1,1
227349,Candice Wagner,34,1,3
227302,Natasha Pena,40,2,4
227449,Jillian Spencer,18,2,2
227403,Blake Brown,30,3,1
227491,George Fleming,38,1,3
227463,Tyler Woods,18,0,1
227602,Randall Mckinney,25,1,2
227501,Alicia George,19,1,1
227668,Kara Thornton,43,2,6
227610,Evan Walton,27,1,1
227680,Garrett Hodges,38,2,3
227678,Jon Lucas,40,3,5
227718,Anne Rose,42,2,2
227684,Monica Jackson,25,2,2
227728,Cassandra Sharp,30,1,1
227726,Bradley Rivera,22,2,1
227740,Nancy Jensen,26,0,2
227736,Ana Vega,32,2,1
227746,Sarah Rogers,26,1,1
227742,Darren Fisher,19,1,2
227780,David Burton,43,1,4
227774,Lacey Bowen,21,2,3
227832,Evan Bates,38,1,1
227800,Bruce Ortega,39,0,2
227853,Denise Fields,40,3,6
227851,Alan Sanders,40,1,4
227911,Katelyn Black,44,1,2
227877,Christopher Brewer,19,0,2
227953,Jermaine Rogers,18,0,2
227915,Angela Munoz,40,3,3
227965,Candace Rivera,34,1,1
227955,Jaclyn Murphy,41,1,5
227979,Eric Graham,33,2,5
227967,Catherine Glover,41,1,3
228051,Pamela Riley,43,1,4
228025,Garrett Love,21,1,3
228091,Kathleen Wade,41,2,3
228065,Dawn Byrd,36,1,2
228124,Billy Palmer,18,0,5
228104,Meredith James,38,3,1
228146,Dana Bradley,34,0,1
228132,Christine Love,38,1,2
228172,Caitlin Reed,38,2,2
228152,Geoffrey Coleman,28,1,2
228218,Clinton Day,19,2,5
228196,Beth Garrett,30,3,2
228254,Claudia Robinson,22,2,1
228226,Erica Mack,41,0,3
228274,Omar Wade,28,1,2
228256,Steven Johnson,43,2,1
228326,Terry Black,26,0,3
228296,Julia Aguilar,31,1,3
228344,Nicole Santiago,31,1,4
228332,Ricardo Welch,21,0,2
228371,Douglas Dean,25,2,2
228367,Sara Gray,31,1,1
228389,Pamela Jenkins,34,2,2
228381,Martin Lynch,36,3,1
228411,Kathryn Jenkins,24,0,3
228395,Mary Garza,41,1,2
228419,Deborah Stone,25,2,2
228417,Fernando Jordan,30,2,6
228431,Bobby Robbins,26,2,3
228421,Amy Manning,43,1,2
228477,Tracy Santos,41,3,3
228467,Alexandra Olson,22,2,2
228499,Sarah Snyder,36,3,3
228483,Nicholas Garner,26,0,6
228519,Michael Austin,36,0,2
228515,Kristopher Ortega,30,1,3
228571,Jose Mullins,27,0,2
228527,Jill Johnson,41,0,1
228597,Marc Thomas,37,1,2
228577,Bryan Reynolds,34,0,5
228668,Javier Vasquez,26,1,1
228650,Sarah Lee,18,0,1
228682,Lucas Graham,18,2,3
228670,Hannah Morgan,19,0,1
228718,Valerie Lawson,29,2,2
228684,Cassie Garza,43,2,5
228736,Allison Simmons,28,2,2
228726,Craig Gutierrez,21,1,2
228786,Jaime Flowers,36,2,6
228776,Christy Scott,41,0,5
228824,Hannah Lopez,34,0,2
228802,Cassie Chandler,41,2,6
228846,Natalie Ortega,35,2,1
228830,Allison Schneider,18,0,2
228858,Luke Hall,33,1,2
228850,Lacey Hicks,20,2,3
228879,Kristin Reynolds,30,0,1
228867,George Jordan,37,1,6
228913,Tabitha Wolfe,40,1,6
228907,William Becker,29,1,1
228933,Amy Warren,33,0,6
228931,Phillip Chambers,28,0,6
228971,Sergio Edwards,27,0,4
228937,Katie Aguilar,42,3,1
229009,Jay Spencer,40,2,2
228973,Deborah Thomas,21,1,5
229017,Fernando Welch,44,0,3
229011,Curtis Morrison,38,3,2
229057,Cristina Anderson,31,3,3
229053,Rodney Wilson,23,0,5
229081,Patrick Ortega,40,3,2
229077,Kristen Lynch,25,2,3
229089,Bruce Mitchell,42,2,3
229085,Denise Carter,40,3,3
229126,Brent Bowen,39,1,4
229122,James Chandler,25,0,1
229142,Curtis Lee,41,2,2
229136,Rebecca Moreno,39,2,2
229158,Jaime Wolfe,20,2,3
229154,Blake Foster,36,2,4
229170,Omar Edwards,28,2,1
229160,Lacey Barrett,20,0,2
229184,Desiree Clark,29,1,4
229178,Omar Day,28,0,2
229238,Katelyn Roberts,20,0,1
229236,Chad Hodges,21,1,1
229274,Julia Gardner,44,2,4
229254,Ebony Bush,41,3,3
229282,Nicole Chavez,44,1,1
229278,Jon Leonard,43,3,1
229308,Jerry Hicks,42,0,1
229292,Mary Fletcher,39,1,3
229348,Arthur Castillo,29,0,4
229298,Tabitha Crawford,44,3,4
229379,Holly Riley,23,2,3
229328,Aaron Fowler,33,1,3
229429,Keith Goodwin,21,2,1
229354,Seth Bishop,41,1,3
229463,Stephanie Reynolds,19,2,5
229389,Frank Morgan,35,0,4
229481,Travis Carter,33,2,3
229453,Crystal Meyer,37,2,3
229521,Melinda Long,28,2,5
229471,Mallory Wagner,44,0,3
229561,Marie Sanders,41,0,3
229495,Beth Vasquez,25,0,6
229601,Devin Pierce,19,0,2
229553,Casey Watts,43,2,4
229648,Joshua Morris,42,2,2
229581,Kristi Bowen,27,2,3
229708,Sabrina Perkins,19,0,1
229634,Nicholas Garrett,31,1,2
229764,Tony Ward,38,3,1
229688,Meredith James,39,3,5
229800,Blake Hubbard,22,0,3
229732,Marc Valdez,20,1,3
229856,Dennis Kim,41,0,2
229790,Dawn Fisher,33,3,2
229901,Tanya Fuller,32,3,3
229804,Wayne Cohen,32,2,2
229935,Stacy Williamson,35,2,2
229897,Sergio Potter,19,2,2
229955,Jesus Hudson,21,0,3
229933,Holly Roberts,44,0,1
229963,Kara Bradley,24,2,3
229947,Lee Adkins,18,2,1
230031,Emily Ferguson,18,1,6
229959,Zachary Campbell,33,0,1
230035,Tasha Fleming,23,0,6
230023,Andrew Rodriquez,21,0,5
230073,Julian James,22,1,1
230033,Jermaine Silva,24,2,2
230125,Gerald Lyons,30,3,3
230071,Caleb Wood,31,2,6
230152,Omar Castro,20,2,2
230113,Brittney Burns,42,1,3
230198,Carolyn Lawrence,41,3,3
230131,Beth Ross,27,2,3
230216,Margaret Terry,38,3,5
230182,Corey Graham,20,0,3
230270,Chase Flores,32,1,1
230208,Sheena Rogers,34,0,5
230308,Crystal Myers,25,0,3
230266,Kristy Vasquez,26,0,1
230326,Susan Fisher,41,0,2
230294,Seth Baldwin,44,1,6
230348,Casey Bennett,25,1,5
230316,Derek Baldwin,40,1,2
230380,Roberto Lambert,20,1,5
230342,Spencer Armstrong,24,2,3
230421,Emily Santiago,27,0,2
230376,Nicole Brewer,23,2,1
230445,Nicholas Rogers,18,0,3
230386,Jillian Rodriguez,37,2,3
230479,Maurice Ortega,40,2,3
230423,Brett Lane,36,1,4
230519,Randy Castillo,38,0,4
230459,Darrell Matthews,37,0,1
230537,Martin Hunt,29,2,5
230485,Larry Hudson,31,0,2
230603,Marie Collins,37,0,1
230535,Scott Jennings,35,2,6
230613,Melissa Fernandez,27,0,2
230565,Richard Rodgers,18,1,5
230686,Derrick Fernandez,40,1,1
230607,Justin Webb,38,0,2
230694,Adrienne Craig,29,0,3
230645,Roger Cole,37,3,4
230734,Kari Fernandez,20,1,3
230690,Lucas Ford,32,2,2
230752,Brandy Matthews,42,1,2
230722,Gabriel Walker,24,0,2
230784,Darrell Young,33,0,1
230746,Antonio Walters,23,0,5
230814,Alisha Olson,18,0,6
230768,Dana Johnson,23,0,3
230846,Laura Miller,41,0,4
230806,Alex Gomez,38,1,3
230888,Renee Thornton,35,2,2
230834,Jorge Morrison,18,2,1
230951,Lauren Barnett,18,1,3
230878,Chad Phillips,26,0,2
230989,Bridget Stewart,26,0,1
230945,Holly Garza,32,3,4
231007,Kristin Curry,42,1,4
230985,Felicia Coleman,35,2,6
231029,Heidi Wade,20,2,3
230991,Sheena Manning,19,0,6
231049,Brandi Morrison,41,2,5
231013,Dawn Sutton,40,2,2
231097,Todd Johnson,22,2,2
231039,Allison Wallace,37,0,1
231117,Patricia Holland,31,2,2
231077,Erik Miller,42,0,5
231143,Curtis Boyd,34,2,5
231107,Anthony Terry,38,1,3
231167,Krystal Ramos,42,2,2
231127,Paul Thornton,31,3,4
231208,Kevin Cooper,39,0,1
231163,Marissa Vega,41,1,1
231216,Kristi Moore,24,1,1
231174,Daniel Scott,32,2,5
231236,Roger Newman,26,1,1
231212,Jonathan Blair,33,0,5
231240,Justin Parks,32,1,3
231230,Brent Munoz,42,3,2
231318,Michelle Benson,27,1,5
231238,Patrick Gomez,19,1,5
231350,Craig Barber,33,1,3
231268,Erin Castro,40,2,3
231457,Jacqueline Freeman,21,1,1
231322,Heidi Thompson,27,2,6
231481,Reginald Norris,25,0,6
231366,Maurice Richardson,28,1,4
231509,Rebekah Sims,29,2,6
231469,Barbara Lee,38,0,3
231519,Katherine Rivera,33,2,5
231485,Sean Valdez,28,2,1
231533,Alan Hawkins,33,2,1
231517,Christian Cox,22,1,1
231569,Clayton Potter,24,2,1
231521,Meredith Martin,43,2,2
231581,Jenny West,28,2,1
231549,Frank Sanchez,25,2,5
231607,Lawrence Baldwin,18,2,2
231575,Joshua Henderson,29,2,2
231684,Cheryl Jordan,26,2,6
231597,Crystal Williams,41,3,1
231708,Denise Reese,35,1,2
231665,April Reyes,20,0,3
231730,Audrey Harper,44,1,5
231694,Vincent Morrison,26,2,4
231744,David Wolfe,18,0,5
231712,Jesus Reid,34,2,1
231802,Crystal Watkins,27,0,1
231732,Drew George,21,1,2
231832,Anne Schneider,23,1,4
231790,Jillian Harvey,24,0,5
231930,Brooke Newton,30,2,3
231804,April Rogers,44,0,1
231939,Chelsea Medina,22,0,5
231866,Aaron Elliott,42,0,1
231971,Peter Rowe,32,1,1
231934,Shane Wheeler,40,0,2
232043,Brent Jackson,35,3,1
231961,Brandon Carroll,19,1,6
232177,Candace Morrison,18,1,2
232015,Sean Jennings,19,0,1
232202,Lee Harvey,23,0,2
232145,Teresa Haynes,32,0,1
232264,Kristi Patterson,30,1,3
232187,Ann Goodwin,43,3,6
232308,Jared Jensen,41,3,2
232240,Katherine Norris,30,0,5
232324,Kristy Mack,44,3,3
232292,Jesus Cummings,25,1,2
232368,Valerie Salazar,38,1,3
232312,Taylor Webb,23,1,2
232392,Marie Williamson,39,1,1
232346,Arthur Ruiz,36,3,3
232420,Jesus Hale,39,1,5
232382,Johnny Miles,39,3,4
232485,Mark Day,30,3,4
232402,Ian Santiago,23,2,3
232511,Derek Barnett,41,0,5
232428,Jeffrey Diaz,21,2,5
232537,Virginia Rodriguez,40,1,6
232503,Crystal Watts,34,2,3
232547,Melinda Schneider,26,0,2
232523,Randall Hammond,26,1,1
232567,Maria Wilson,19,0,5
232539,Tara Townsend,27,2,2
232593,Blake Daniels,30,3,3
232549,Gregory Goodman,44,2,2
232597,Melanie Lawson,19,1,5
232573,Shawn Byrd,19,1,3
232635,Olivia Gilbert,21,0,5
232595,Marc Schultz,28,2,1
232663,Jesus Webb,32,1,2
232603,Francisco Perez,22,2,2
232687,Phillip Adkins,37,1,1
232639,Bruce Becker,35,3,2
232766,Candace Palmer,20,2,5
232681,Nathaniel Lucas,24,2,2
232808,Samuel Schultz,36,1,3
232699,Deborah Johnston,39,0,5
232840,Donald Lucas,20,1,2
232796,Arthur Moreno,26,2,3
232848,Phillip Farmer,21,2,2
232822,Mario Lawson,44,0,3
232856,Alexandra Hansen,40,1,5
232844,Bruce Walsh,20,1,4
232870,James West,25,1,2
232852,Barbara Harvey,35,0,1
232882,Deanna Swanson,43,2,1
232864,Monica Brown,42,3,5
232898,Javier Jackson,20,1,1
232878,Mark Sullivan,21,1,2
232918,Erika Robbins,21,2,5
232896,Meghan Burke,19,1,2
232942,Roger Hunt,36,1,1
232902,Gabriel Chambers,35,0,4
232961,Amber Rodriquez,30,0,2
232938,Adam Hanson,29,0,3
232993,Bridget Hale,22,2,1
232954,Tyler Ross,33,1,2
233007,Jose Curtis,42,2,3
232991,Krista Griffin,19,1,1
233045,Jeremiah Gordon,36,0,1
233005,Sean Bates,39,1,3
233065,Roberto Burke,40,2,1
233031,Ian Ferguson,26,1,3
233085,Brianna Payne,24,0,2
233057,Taylor Taylor,31,1,2
233155,Heidi Perkins,21,2,2
233071,Julia Munoz,42,2,1
233185,Morgan Love,29,1,3
233095,Caitlin Keller,36,2,2
233248,Shane Rivera,19,0,3
233169,Patricia Wade,33,0,4
233328,Jay Walton,37,3,3
233201,Caroline Martinez,25,1,2
233372,Tanya Webb,26,0,2
233304,Kristin Richardson,40,0,2
233414,Adrian Sullivan,20,1,3
233370,Steven Henry,25,1,2
233468,Patrick Garza,33,0,2
233402,Jonathan Herrera,40,1,2
233513,Frederick Baldwin,25,2,1
233446,Candice Baker,42,0,3
233545,Anne Salazar,19,2,1
233495,Scott Adkins,27,0,2
233583,Dylan Marshall,40,2,2
233531,Jorge Carter,19,2,5
233617,Jill Beck,20,2,6
233561,Gary Goodwin,24,1,5
233645,Wesley Miles,39,1,3
233595,Angela Garner,33,3,4
233713,Jonathon Bryant,33,0,2
233641,Aaron Sharp,18,0,5
233748,Angel Bowen,42,1,2
233675,Cassie Tate,32,3,3
233842,Carrie Becker,25,2,3
233734,Anna Shaw,39,1,3
233856,Micheal Hart,24,0,2
233782,Edward Vaughn,23,0,2
233870,Tyler Walton,26,2,4
233854,Angela Torres,39,0,4
233876,Jordan Obrien,40,0,3
233874,Dana Myers,36,3,1
233936,Brianna Morrison,36,2,4
233894,Meghan Hanson,36,3,1
233972,Vincent Owens,23,0,1
233970,Willie Hansen,42,2,3
233993,Dennis Spencer,31,0,2
233987,Jaime Bates,43,1,1
234005,Kristopher Robertson,22,0,3
233995,Calvin Garner,21,1,5
234009,Cheryl Stewart,25,0,5
234007,Larry Cummings,30,3,1
234057,Cameron Bates,36,0,2
234051,Casey Webster,18,2,5
234093,Dominique Hoffman,44,0,3
234061,Micheal Hall,26,1,3
234163,Brenda Ramos,26,1,2
234125,Cory Love,28,1,3
234177,Leslie Barrett,35,2,5
234165,Shane Jenkins,33,3,3
234193,Rebecca Larson,28,2,1
234181,Clinton Moore,29,0,2
234242,Tammy Cannon,28,2,2
234197,Deborah Stone,31,0,3
234276,Marie Young,29,0,2
234260,Angel Scott,34,2,5
234284,Juan Peterson,30,3,1
234278,Wendy Obrien,27,1,2
234332,Elizabeth Vega,21,1,6
234320,Ashlee Cunningham,28,0,5
234374,Cindy Kim,20,1,3
234350,Reginald Washington,43,3,1
234402,Courtney Jimenez,26,2,6
234384,Calvin Moreno,41,2,5
234426,Corey Kennedy,43,1,3
234408,Clinton Webb,39,2,4
234452,Wendy Stephens,41,2,6
234448,Dennis Bates,30,0,3
234468,Jeremy Harrison,26,2,3
234454,Ryan Hunter,31,0,5
234484,Stacy Ward,41,0,5
234482,Jonathan Love,29,0,1
234509,Bruce Sullivan,31,1,4
234494,Sergio Johnston,19,2,4
234529,Corey Matthews,35,2,4
234515,Elizabeth Sullivan,39,2,5
234571,Tyler Benson,31,1,1
234565,Chase Goodwin,32,1,2
234589,Bethany Nelson,33,0,4
234573,Catherine Hampton,20,2,3
234599,Monica Henderson,29,0,5
234591,Kevin Garza,36,1,1
234629,Erik Oliver,26,0,3
234609,Tina Ross,23,0,3
234683,Nina Ray,40,1,5
234675,Alisha Spencer,22,0,1
234751,Dominique Harrison,22,2,5
234719,Adrian Schneider,27,1,3
234806,John Henry,27,0,2
234758,Brett Johnson,44,0,5
234830,Erica Norman,22,0,1
234828,Teresa Freeman,41,0,3
234860,Tanya Coleman,38,0,2
234838,Allison Snyder,43,0,2
234982,Rachel Vega,44,2,1
234940,Stephanie Burgess,42,1,2
234994,Jamie Washington,20,0,2
234992,Regina Day,43,3,1
235067,Alex Carter,23,2,5
235011,Courtney Fields,22,1,2
235085,Adrian Watts,19,2,2
235081,Albert Evans,36,1,2
235111,Samuel Beck,41,0,2
235101,Brian Strickland,34,2,1
235121,Kelsey Ward,23,1,1
235119,Roy King,36,3,4
235143,Latasha Morales,39,3,1
235133,Anna Fernandez,20,2,1
235175,Sabrina George,28,2,6
235165,Barbara Guzman,19,1,6
235185,Diana Brewer,18,2,1
235181,Gerald Chapman,18,0,1
235255,Christina Howell,26,1,1
235251,Audrey Bryant,24,0,5
235270,Joseph Moss,41,1,2
235257,Joshua Robbins,23,0,2
235276,Taylor Boyd,35,0,2
235274,Caleb Black,38,1,4
235300,Frank Clark,27,0,2
235284,Vanessa Farmer,44,3,1
235308,Diana Richardson,33,0,1
235304,Paul Hayes,33,1,6
235324,Susan Jones,31,2,1
235322,Javier Kennedy,42,2,2
237546,Brian Higgins,22,2,3
235360,Sharon Rodriguez,32,3,6
235336,Mallory Moss,33,2,2
235376,William Ross,39,2,3
235374,Gabriel Cross,20,1,3
235416,Kari Barnes,24,2,4
235414,Darrell Miller,30,3,4
235452,Jordan Daniel,26,2,3
235442,Martin Ward,42,3,2
235512,Alex Woods,40,0,1
235472,Phillip Williams,32,0,3
235555,Ryan Jordan,30,0,1
235547,Edwin Lane,40,1,1
235565,Nathan Higgins,27,0,6
235557,Sergio Ford,34,1,5
235575,Donald Ball,40,0,1
235573,Wesley Lawrence,44,2,5
235615,Jaime Delgado,19,0,1
235583,Frederick Harris,43,3,2
235679,Tracy Peterson,28,0,1
235629,Stacy Diaz,43,2,1
235719,Heather Warner,39,0,1
235689,Ian Castillo,31,0,3
235806,Lee Grant,28,0,2
235788,Ross Perez,31,2,1
235840,Blake Sullivan,20,2,3
235810,Ashley Mcdaniel,38,2,1
235868,Lauren Thornton,42,0,3
235844,Joanna Freeman,37,1,1
235970,Jared Scott,21,0,3
235890,Devin Walters,19,2,4
235994,Spencer Fisher,19,1,3
235984,Michele Fleming,18,2,3
236020,Amy Pena,41,2,2
235996,Geoffrey Walton,43,2,2
236097,Joanna Douglas,32,0,2
236043,Michele Nichols,27,1,3
236129,Katie Washington,20,1,2
236103,Dana Byrd,29,0,1
236177,Jack Chandler,35,0,5
236133,Autumn Aguilar,40,0,3
236219,Julie Glover,24,2,6
236191,Andrew Burton,40,1,1
236245,Matthew Spencer,36,0,2
236231,Peter Harris,22,1,1
236287,Linda Garcia,32,2,2
236275,Deanna Hodges,36,1,1
236290,Raymond Soto,37,0,1
236288,Walter Hayes,24,0,1
236314,Nina Garrett,34,3,5
236292,Eric Baldwin,44,0,4
236346,Justin Stanley,40,0,1
236320,Margaret Flowers,26,1,3
236360,Patricia Curtis,22,1,4
236356,Geoffrey Conner,31,0,2
236438,Krista Pena,44,0,2
236424,Phillip Jackson,37,0,2
236474,Mario Chandler,27,1,3
236448,Jaclyn Harmon,20,1,2
236500,Sean Mcgee,39,1,2
236478,Maria Newton,40,3,3
236516,Peter Mann,36,2,3
236514,Tammy Webb,38,2,3
236551,Derrick Horton,22,1,2
236532,Omar Todd,36,1,3
236591,Nicholas Hamilton,38,1,2
236571,Victor Lane,42,2,2
236647,Kristy Jennings,27,2,2
236605,Aaron Rhodes,23,0,6
236713,Gerald Norris,38,0,1
236689,Tracy Jensen,25,0,3
236737,Stephen Hanson,41,2,2
236721,Matthew Crawford,29,1,3
236783,Justin Morris,37,1,5
236749,Candace Nelson,19,1,1
236852,Zachary Douglas,39,0,2
236820,Marcus Strickland,44,3,1
236878,Johnny Cooper,20,0,4
236856,Brianna Potter,44,0,2
236888,Jonathan Fowler,41,3,3
236882,Michele Holland,44,0,5
236910,Olivia Allen,34,0,2
236892,William Walsh,35,1,3
236932,Roger Mitchell,28,0,5
236920,Sandra Fox,37,1,1
236958,Chelsea Glover,29,1,2
236938,Corey Wilson,33,2,6
236972,Stefanie Mcdaniel,42,0,6
236968,Stephanie Henderson,36,2,5
237006,Molly Dennis,24,2,6
236986,Anthony Harper,22,0,2
237032,Michelle Goodwin,41,3,2
237030,Christina Hansen,42,1,6
237061,Susan Palmer,32,3,3
237059,Gerald Mckinney,26,2,2
237073,Kathleen Romero,35,2,3
237071,Jorge Robertson,43,3,2
237161,Sara Mitchell,26,0,6
237089,Candace Owens,32,1,3
237193,Brenda Cannon,37,2,3
237185,Jimmy Simpson,23,0,3
237221,Teresa George,31,0,3
237211,Joanna Hamilton,22,1,6
237322,Theresa Brooks,37,3,2
237301,Nicole Gonzalez,41,2,4
237342,Roger Scott,39,2,2
237324,Tabitha Cook,20,0,2
237396,Bruce Fleming,42,3,3
237370,Frank Chambers,29,1,4
237428,Carolyn Rowe,32,2,3
237416,Monica Tate,40,3,6
237472,Tyler Herrera,39,2,2
237448,Rebecca Green,44,3,2
237510,Tanya Harris,26,0,2
237494,Felicia Burton,27,2,1
237526,Mary Alvarez,40,3,1
237524,Tina Berry,41,3,2
237530,Shannon Murray,22,0,3
237528,Tara Jennings,44,0,3
237542,Ross Adams,42,0,2
237593,Joel Hernandez,32,2,2
237554,Justin Hayes,40,1,3
237675,Shaun Brewer,38,1,1
237671,Angel Walker,20,0,2
237687,Oscar Jones,27,0,3
237677,Travis Strickland,28,2,2
237699,Hannah Jones,44,1,2
237689,Susan Garrett,34,2,3
237731,Olivia Allen,25,1,1
237711,Kristina Hudson,30,2,2
237741,Jack Lopez,23,0,2
237737,Dustin Butler,25,0,6
237787,Joel Delgado,29,2,2
237757,Gina Sims,31,1,5
237797,Carlos Henderson,44,3,2
237793,Lucas Porter,27,0,2
237823,Jessica Torres,26,0,6
237803,Brent Sutton,27,0,3
237852,Barbara Ellis,36,0,1
237844,Cory Lucas,44,3,5
237862,Oscar Mendoza,32,3,2
237856,Casey Romero,30,1,6
237902,Michele George,37,3,2
237872,Carlos Meyer,30,3,2
237966,Shannon Grant,22,0,1
237926,Barbara Dunn,42,3,1
237992,Jasmine Clark,25,2,5
237976,Luke Hicks,20,2,5
238046,Kyle Newton,41,2,3
238038,Heidi Barber,27,1,2
238066,Abigail Strickland,25,1,5
238056,Terry Harper,33,3,2
238105,Allison Hill,27,2,4
238081,Calvin Stevens,34,3,2
238147,Morgan Bishop,22,2,2
238135,Kristina May,22,2,2
238167,Mario Fernandez,36,1,4
238163,Omar Sanders,29,1,4
238191,Kelly Vaughn,33,2,3
238177,Tony Harper,42,0,3
238229,Joel Cross,41,3,3
238217,Katelyn Powell,19,1,3
238269,Clinton Daniel,23,2,2
238223,Danny Warner,32,3,2
238297,Deanna Mitchell,22,2,6
238259,Leslie Kelly,38,1,6
238335,Billy Snyder,44,3,2
238271,Rodney Nelson,38,2,1
238344,Randall Gomez,35,2,4
238305,Tammy Ingram,31,0,6
238360,Cristina Howell,43,0,5
238342,Adrienne Gonzalez,35,0,6
238376,Jorge James,43,2,4
238346,Paul Bennett,18,1,1
238412,Adam Kim,28,2,1
238374,Nichole Webster,34,1,3
238428,Lori Little,21,0,2
238394,Ann Ball,28,0,2
238452,Joe Garrett,44,2,5
238426,Margaret Ortega,27,1,4
238474,Julia Andrews,36,1,2
238434,Leslie Adams,39,2,2
238478,Deborah Hernandez,20,1,1
238468,Olivia Leonard,20,2,1
238490,Brandy Baldwin,43,3,5
238476,Sheena Mckinney,22,0,1
238572,Christopher Barnett,22,2,3
238480,Kevin Chambers,29,0,5
238623,Bobby Harper,19,0,4
238496,Jamie Hudson,39,3,1
238685,Ronald Dean,31,3,6
238597,Joseph Neal,25,2,1
238699,Marc Fernandez,29,0,1
238649,Willie Gregory,21,1,6
238745,Kevin Butler,27,0,2
238697,Chelsea Cox,39,0,6
238793,Dylan Gregory,34,2,3
238715,Cheryl Hunt,38,2,1
238807,Clayton Hampton,37,3,1
238765,Kara Robertson,36,2,5
238841,Fernando Hardy,26,0,3
238805,Regina Martin,20,1,6
238862,Kelsey Delgado,41,3,6
238815,Mathew Ingram,24,2,3
238932,Timothy Chandler,30,0,2
238856,Beth Knight,22,2,2
238974,Kara Manning,32,1,2
238868,Jack Barrett,35,1,1
238994,Russell Foster,37,2,2
238964,Willie Bradley,39,0,3
239022,William Tate,38,3,1
238976,Walter Mcdonald,27,1,6
239042,Alan Powers,27,0,2
239018,Tamara Little,33,2,6
239062,Morgan Parks,38,0,6
239032,Ruben Garner,23,0,2
239070,Brandi Hunt,30,1,2
239058,Dennis Townsend,36,2,1
239088,Mitchell Wells,24,2,5
239066,Roger Cobb,37,2,2
239139,Douglas Caldwell,36,3,1
239074,Donald Jones,40,0,5
239191,Colin Rodriquez,43,0,3
239102,Claudia Mullins,32,1,1
239201,Heidi Franklin,41,1,3
239173,Anna Watson,35,3,3
239217,Daniel Barnett,40,3,3
239195,Terry Gregory,33,0,1
239259,Stacy Harper,44,1,4
239215,Christina Snyder,29,2,3
239273,Kristi Lynch,32,0,1
239229,Philip Hart,33,2,1
239301,Lucas Obrien,39,2,2
239269,Elizabeth Reed,32,2,1
239386,Virginia Carlson,39,3,1
239285,Brenda Jacobs,34,2,1
239454,Jermaine Boyd,41,3,3
239360,Cassandra Newton,20,0,2
239462,Luis Mack,40,2,5
239418,Spencer Lyons,25,1,1
239492,Keith Henderson,42,1,4
239458,Geoffrey Nguyen,24,0,6
239498,Randall Coleman,39,3,1
239464,Geoffrey Guzman,31,3,1
239530,Alexander Ball,36,1,4
239496,Jaime Sharp,26,1,1
239544,Spencer Salazar,29,0,2
239522,Samantha Lyons,21,2,2
239548,Chelsea Morales,36,1,2
239534,Luke Barrett,32,1,5
239564,Dustin Jordan,41,3,3
239546,Claudia Graham,26,0,2
239594,Katie Burgess,26,1,5
239554,Kristi Delgado,42,2,3
239629,Marcus Romero,23,1,2
239582,Gerald Perkins,33,1,5
239665,Marissa Bates,23,2,6
239623,Eric Santiago,23,1,2
239691,Nicholas Crawford,39,1,2
239647,Willie Fields,28,0,1
239707,Katelyn Woods,39,2,1
239689,Jaime Mendez,40,3,3
239771,Curtis Walsh,35,3,3
239701,Sarah Hawkins,26,2,1
239799,Julie Williamson,40,1,2
239755,Kayla Wallace,19,1,3
239837,Nathaniel Goodwin,34,2,3
239779,Antonio Dennis,26,1,2
239859,Lacey Bates,36,0,3
239825,Sharon Curtis,28,1,2
239940,Claudia Ramsey,34,2,1
239857,Heather Hale,33,3,2
239984,Christian May,27,2,5
239928,Jacob Lewis,44,1,3
240026,Denise Lowe,31,1,1
239978,Richard Brewer,43,0,5
240054,Christopher Miller,26,1,6
239990,Evan Bowman,20,2,1
240088,Ross Hammond,18,1,1
240028,Carl Mcdonald,19,1,1
240139,Kyle Mendez,29,2,2
240082,Molly Neal,37,3,5
240151,Nancy Green,34,1,6
240118,Tammy Rose,29,1,4
240159,Michael Rhodes,43,0,5
240145,Brad Benson,30,1,2
240177,Maria Bowen,18,0,5
240155,Marcus Goodman,38,2,3
240199,Darrell Day,33,0,2
240171,Mitchell Parks,43,1,2
240249,Jamie Herrera,30,2,2
240191,Isaac Palmer,21,1,3
240303,Brittany Douglas,26,1,4
240231,Billy Mann,29,2,2
240341,Alan Larson,32,1,3
240295,Katrina Perry,40,2,2
240365,Jared Wagner,38,3,3
240317,Alan Barrett,30,0,2
240379,Pamela Shelton,19,0,3
